NAME,DATE
"TPF 15 - Collision Course","Nov / 15 / 2012"
"TPF 14 - Validation","Sep / 07 / 2012"
"TPF 12 - Second Coming","Mar / 09 / 2012"
"CA Fight Syndicate - Rivalry","Jan / 28 / 2012"
"WFC - Bruvado Bash","Jan / 07 / 2012"
"TPF 11 - Redemption","Dec / 02 / 2011"
"UPC Unlimited - Up & Comers 6","Sep / 10 / 2011"
"UPC Unlimited - Up & Comers 4","Jun / 24 / 2011"
"UFC Fight Night 116 - Rockhold vs. Branch","Sep / 16 / 2017"
"FCOC 48 - Fight Club OC","Aug / 24 / 2017"
"KOTC - Bitter Rivals","Aug / 29 / 2015"
"KOTC - Coming Home","Mar / 15 / 2015"
"KOTC - Fisticuffs","Dec / 04 / 2014"
"KOTC - Battle For The Belt","Oct / 02 / 2014"
"Gladiator Challenge - Iron Fist","Jun / 28 / 2014"
"Gladiator Challenge - Bombs Away","Feb / 26 / 2012"
"CITC 8 - Chaos in the Cage 8","Mar / 25 / 2011"
"KFN - Karma Fight Nights","Mar / 27 / 2010"
"Fight Circuit MMA - Victorious","Jun / 07 / 2009"
"SJW 2 - Slammin Jammin Weekend 2","Mar / 28 / 2009"
"CITC 5 - Chaos In The Cage 5","May / 10 / 2008"
"CITC 4 - Chaos in the Cage 4","Jan / 18 / 2008"
"RF - Unleashed Fury","Nov / 03 / 2007"
"CITC 3 - Chaos in the Cage 3","Sep / 15 / 2007"
"UFC Fight Night 124 - Stephens vs. Choi","Jan / 14 / 2018"
"UFC 215 - Nunes vs. Shevchenko 2","Sep / 09 / 2017"
"UFC Fight Night 103 - Rodriguez vs. Penn","Jan / 15 / 2017"
"UFC Fight Night 82 - Hendricks vs. Thompson","Feb / 06 / 2016"
"UFC 181 - Hendricks vs. Lawler 2","Dec / 06 / 2014"
"UFC Fight Night 45 - Cerrone vs. Miller","Jul / 16 / 2014"
"UFC on Fox 11 - Werdum vs. Browne","Apr / 19 / 2014"
"Rumble Time Promotions - Rumble at the Chase","Jan / 18 / 2014"
"CFE - Cage Fighting Events","Nov / 01 / 2013"
"Titan FC 26 - Titan Fighting Championship 26","Aug / 30 / 2013"
"CFE - Cage Fighting Events","Apr / 05 / 2013"
"RTP - Rumble Time Promotions","Oct / 26 / 2012"
"CC 39 - Cage Championships 39","Aug / 18 / 2012"
"CC 38 - Cage Championships 38","Jun / 23 / 2012"
"FMMMA - Fight Me MMA","Apr / 13 / 2012"
"RDC 12 - La Resa dei Conti 12","Nov / 19 / 2010"
"MFDM - Ballroom Brawl 3","Nov / 13 / 2009"
"UFC 238 - Cejudo vs. Moraes","Jun / 08 / 2019"
"UFC Fight Night 129 - Maia vs. Usman","May / 19 / 2018"
"UFC Fight Night 98 - Dos Anjos vs. Ferguson","Nov / 05 / 2016"
"Invicta FC 18 - Grasso vs. Esquibel","Jul / 29 / 2016"
"Invicta FC 11 - Cyborg vs. Tweet","Feb / 27 / 2015"
"Invicta FC 10 - Waterson vs. Tiburcio","Dec / 05 / 2014"
"Invicta FC 8 - Waterson vs. Tamada","Sep / 06 / 2014"
"XK 20 - Xtreme Kombat 20","Aug / 31 / 2013"
"FHC - Fight Hard Championship 3","May / 11 / 2013"
"GEX - Old Jack's Fight Night","Dec / 19 / 2012"
"UFC 232 - Jones vs. Gustafsson 2","Dec / 29 / 2018"
"UFC Fight Night 93 - Arlovski vs. Barnett","Sep / 03 / 2016"
"UFC on Fox 14 - Gustafsson vs. Johnson","Jan / 24 / 2015"
"UFC Fight Night 37 - Gustafsson vs. Manuwa","Mar / 08 / 2014"
"UFC on Fox 5 - Henderson vs. Diaz","Dec / 08 / 2012"
"UFC on Fuel TV 2 - Gustafsson vs. Silva","Apr / 14 / 2012"
"UFC 141 - Lesnar vs. Overeem","Dec / 30 / 2011"
"UFC 133 - Evans vs. Ortiz 2","Aug / 06 / 2011"
"UFC 127 - Penn vs. Fitch","Feb / 27 / 2011"
"UFC 120 - Bisping vs. Akiyama","Oct / 16 / 2010"
"UFC 112 - Invincible","Apr / 10 / 2010"
"UFC 105 - Couture vs. Vera","Nov / 14 / 2009"
"Superior Challenge 3 - Untamed","May / 30 / 2009"
"The Zone FC 3 - Shockwave","Nov / 08 / 2008"
"KSW - Extra","Sep / 13 / 2008"
"The Zone FC 2 - Showdown","May / 10 / 2008"
"FS - Fite Selektor","Mar / 13 / 2008"
"The Zone FC 1 - The Zone","Feb / 09 / 2008"
"FF 9 - FinnFight 9","Dec / 15 / 2007"
"Shooto Finland - Chicago Collision 3","Nov / 17 / 2007"
"UFC Fight Night 143 - Cejudo vs. Dillashaw","Jan / 19 / 2019"
"LFA 27 - Watley vs. Wilson","Nov / 10 / 2017"
"RFA 41 - Clark vs. Giles","Jul / 29 / 2016"
"Hero FC - Best of the Best 6","Sep / 26 / 2015"
"Hero FC - Best of the Best 4","Jan / 17 / 2015"
"Hero FC - Best of the Best 3","Sep / 12 / 2014"
"Hero FC - Texas Pride","Sep / 28 / 2013"
"Hero FC - Pride of the Valley 2","Jun / 21 / 2013"
"EODV - El Orgullo del Valle","Mar / 16 / 2013"
"KP - Kickass Productions","Oct / 20 / 2012"
"PCG - Cowboys Extreme Cagefighting","Aug / 04 / 2012"
"KP - Kickass Productions","May / 05 / 2012"
"ABG - Promotions","Apr / 06 / 2012"
"UFC 237 - Namajunas vs. Andrade","May / 11 / 2019"
"UFC 221 - Romero vs. Rockhold","Feb / 10 / 2018"
"UFC Fight Night 110 - Hunt vs. Lewis","Jun / 10 / 2017"
"UFC Fight Night 101 - Whittaker vs. Brunson","Nov / 26 / 2016"
"WW - Wollongong Wars 4","Jul / 08 / 2016"
"AFC 15 - Wilkinson vs. Abdallah","Mar / 19 / 2016"
"PXC - Pacific Xtreme Combat 50","Dec / 04 / 2015"
"AFC 13 - Australian Fighting Championship 13","Jun / 14 / 2015"
"WW - Wollongong Wars 2","Nov / 01 / 2014"
"PXC - Pacific Xtreme Combat 45","Oct / 24 / 2014"
"Roshambo MMA 3 - In the Cage","Jul / 26 / 2014"
"AFC 9 - Australian Fighting Championship 9","May / 17 / 2014"
"Roshambo MMA 2 - In the Cage","Feb / 01 / 2014"
"AFC 7 - Australian Fighting Championship 7","Dec / 14 / 2013"
"AFC 5 - Australian Fighting Championship 5","May / 10 / 2013"
"Roshambo MMA 1 - In the Cage","Apr / 06 / 2013"
"Southern Fight Promotions - Cage Conquest 2","Feb / 23 / 2013"
"Revolution Promotions - Revolution at the Roxy","May / 19 / 2012"
"UFC Fight Night 127 - Werdum vs. Volkov","Mar / 17 / 2018"
"UFC on Fox 24 - Johnson vs. Reis","Apr / 15 / 2017"
"M-1 Challenge 68 - Shlemenko vs. Vasilevsky 2","Jun / 16 / 2016"
"M-1 Challenge 64 - Shlemenko vs. Vasilevsky","Feb / 19 / 2016"
"Bellator 139 - Kongo vs. Volkov","Jun / 26 / 2015"
"Bellator 136 - Brooks vs. Jansen","Apr / 10 / 2015"
"UMMAP - Union MMA Pro","Feb / 21 / 2015"
"Tech-Krep FC - Battle of Heroes","Dec / 12 / 2014"
"Bellator MMA - Bellator 120","May / 17 / 2014"
"Bellator MMA - Bellator 116","Apr / 11 / 2014"
"Bellator MMA - Bellator 108","Nov / 15 / 2013"
"BFC - Bellator Fighting Championships 84","Dec / 14 / 2012"
"BFC - Bellator Fighting Championships 80","Nov / 09 / 2012"
"BFC - Bellator Fighting Championships 75","Oct / 05 / 2012"
"FEFoMP - Mayor Cup 2012","May / 26 / 2012"
"BF - Baltic Challenge 3","Feb / 23 / 2012"
"M-1 Global - Fedor vs. Monson","Nov / 20 / 2011"
"MMACC - MMA Corona Cup 1","Oct / 07 / 2011"
"League S-70 - Russia vs. Brazil","Aug / 05 / 2011"
"M-1 Challenge 25 - Zavurov vs. Enomoto","Apr / 28 / 2011"
"VHTHFF - Interregional MMA Cup 2011","Jan / 14 / 2011"
"M-1 Challenge 22 - Narkun vs. Vasilevsky","Dec / 10 / 2010"
"LM - Tournament 3","Sep / 18 / 2010"
"Ratnoe Pole - The First Battlefield","Aug / 07 / 2010"
"M-1 Selection 2010 - Eastern Europe Finals","Jul / 22 / 2010"
"M-1 Selection 2010 - Eastern Europe Round 3","May / 28 / 2010"
"M-1 Challenge 20 - 2009 Finals","Dec / 03 / 2009"
"ProFC - Union Nation Cup 3","Oct / 30 / 2009"
"M-1 Challenge - 2009 Selections 8","Oct / 04 / 2009"
"M-1 Challenge - 2009 Selections 4","Jun / 24 / 2009"
"M-1 Challenge - 2009 Selections 3","May / 28 / 2009"
"M-1 Challenge - 2009 Selections 2","Apr / 19 / 2009"
"UFC Fight Night 53 - Nelson vs. Story","Oct / 04 / 2014"
"UFC - The Ultimate Fighter Brazil 3 Finale","May / 31 / 2014"
"Legend - Part 2: Invasion","Nov / 08 / 2013"
"FSC - Fightspirit Championship 1","Sep / 08 / 2013"
"M-1 Challenge 38 - Spring Battle","Apr / 09 / 2013"
"M-1 Challenge 35 - Emelianenko vs. Monson","Nov / 15 / 2012"
"M-1 Challenge 31 - Monson vs. Oleinik","Mar / 16 / 2012"
"IM 1 - Team Saint Petersburg vs. Team France","Jan / 22 / 2011"
"ProFC - Union Nation Cup 7","Aug / 06 / 2010"
"fightFORCE - Day of Anger","Feb / 28 / 2009"
"Shooto Russia - Against The War","Sep / 26 / 2008"
"Bodog Fight - USA vs. Russia","Nov / 30 / 2007"
"PGM - Russia vs. Novgorod","Nov / 24 / 2007"
"PGM - Russia vs. Novgorod","Apr / 28 / 2007"
"M-1 MFC - International Mix Fight","Mar / 17 / 2007"
"M-1 - International Fight Night 6","Nov / 18 / 2006"
"M-1 - Mix-Fight Tournament","Oct / 12 / 2006"
"M-1 MFC - Mix-fight","Jun / 15 / 2006"
"M-1 MFC - New Blood","Oct / 01 / 2005"
"M-1 MFC - Mix-fight","Apr / 10 / 2005"
"CF - Champions Fight","Feb / 25 / 2005"
"M-1 MFC - International Fight Night","Feb / 05 / 2005"
"M-1 MFC - Mix-Fight","May / 21 / 2004"
"M-1 MFC - Mix-Fight","Apr / 10 / 2004"
"M-1 MFC - Mix-fight","Feb / 21 / 2004"
"UFC 214 - Cormier vs. Jones 2","Jul / 29 / 2017"
"UFC Fight Night 64 - Gonzaga vs. Cro Cop 2","Apr / 11 / 2015"
"OFC - Octagon Fight Club","Jun / 29 / 2013"
"UFC 240 - Holloway vs. Edgar","Jul / 27 / 2019"
"UFC Fight Night 140 - Magny vs. Ponzinibbio","Nov / 17 / 2018"
"UFC Fight Night 113 - Nelson vs. Ponzinibbio","Jul / 16 / 2017"
"AXS TV Fights - RFA vs. Legacy Superfight","May / 08 / 2015"
"RFA 18 - Manzanares vs. Pantoja","Sep / 12 / 2014"
"Shooto Brazil - Shooto Brazil 45","Dec / 20 / 2013"
"WOCS 31 - Watch Out Combat Show 31","Nov / 01 / 2013"
"MMA Fight Show - Summer Edition","Mar / 16 / 2013"
"Shooto Brazil - Shooto Brazil 32","Jul / 14 / 2012"
"FA - Fatality Arena Fight Night 1","Dec / 09 / 2011"
"WFC 3 - Pantoja Vs Souza","Dec / 22 / 2010"
"Shooto Brazil - Shooto Brazil 18","Sep / 17 / 2010"
"Shooto Brazil - Shooto Brazil 16","Jun / 12 / 2010"
"WOCS - Watch Out Combat Show 6","Dec / 12 / 2009"
"WOCS - Watch Out Combat Show 5","Sep / 27 / 2009"
"Shooto Brazil - Shooto Brazil 13","Aug / 27 / 2009"
"Shooto Brazil - Shooto Brazil 12","May / 30 / 2009"
"Shooto Brazil - Shooto Brazil 11","Mar / 28 / 2009"
"WOCS - Watch Out Combat Show 2","Sep / 25 / 2008"
"RF - Rocinha Fight","Aug / 02 / 2008"
"VF - Vila Fight","Jul / 21 / 2007"
"UFC - The Ultimate Fighter Season 24 Semifinals","Aug / 03 / 2016"
"UFC - The Ultimate Fighter Season 24 Quarterfinals, Day 1","Jul / 26 / 2016"
"UFC - The Ultimate Fighter Season 24 Opening Round, Day 1","Jul / 13 / 2016"
"UFC Fight Night 148 - Thompson vs. Pettis","Mar / 23 / 2019"
"UFC - The Ultimate Fighter 24 Finale","Dec / 03 / 2016"
"UFC 170 - Rousey vs. McMann","Feb / 22 / 2014"
"UFC Fight Night 31 - Fight for the Troops 3","Nov / 06 / 2013"
"UFC 161 - Evans vs. Henderson","Jun / 15 / 2013"
"Invicta FC 4 - Esparza vs. Hyatt","Jan / 05 / 2013"
"Invicta FC 2 - Baszler vs. McMann","Jul / 28 / 2012"
"Strikeforce - Tate vs. Rousey","Mar / 03 / 2012"
"Strikeforce - Barnett vs. Kharitonov","Sep / 10 / 2011"
"Strikeforce / M-1 Global - Fedor vs. Henderson","Jul / 30 / 2011"
"RW 10 - Mayhem in the Mist 5","Nov / 06 / 2010"
"RW 9 - Mayhem in the Mist 4","Aug / 28 / 2010"
"RW 7 - Mayhem in the Mist 3","May / 08 / 2010"
"FCF - Freestyle Cage Fighting 40","Mar / 27 / 2010"
"RW 5 - Mayhem in the Mist","Oct / 10 / 2009"
"Extreme Challenge - The War at the Shore","Jan / 23 / 2009"
"USFL - War in the Woods 5","Nov / 29 / 2008"
"UCW 12 - Heatwave","Jun / 27 / 2008"
"FFF 4 - Call of the Wild","Apr / 03 / 2008"
"TKO 31 - Young Guns","Dec / 14 / 2007"
"ECC 6 - Hometown Heroes","Oct / 20 / 2007"
"KO Boxing - Warzone","May / 06 / 2007"
"UCW 7 - Anarchy","Apr / 07 / 2007"
"UFC 225 - Whittaker vs. Romero 2","Jun / 09 / 2018"
"UFC 213 - Romero vs. Whittaker","Jul / 08 / 2017"
"UFC 209 - Woodley vs. Thompson 2","Mar / 04 / 2017"
"UFC 203 - Miocic vs. Overeem","Sep / 10 / 2016"
"UFC Fight Night 87 - Overeem vs. Arlovski","May / 08 / 2016"
"UFC on Fox 17 - Dos Anjos vs. Cerrone 2","Dec / 19 / 2015"
"UFC 185 - Pettis vs. Dos Anjos","Mar / 14 / 2015"
"UFC on Fox 13 - Dos Santos vs. Miocic","Dec / 13 / 2014"
"UFC Fight Night 26 - Shogun vs. Sonnen","Aug / 17 / 2013"
"UFC 156 - Aldo vs. Edgar","Feb / 02 / 2013"
"Strikeforce - Overeem vs. Werdum","Jun / 18 / 2011"
"K-1 - Dynamite!! Power of Courage 2010","Dec / 31 / 2010"
"Strikeforce - Heavy Artillery","May / 15 / 2010"
"K-1 - Dynamite!! Power of Courage 2009","Dec / 31 / 2009"
"Dream 12 - The Cage of the Rising Sun","Oct / 25 / 2009"
"UG 11 - A Decade of Fights","Oct / 17 / 2009"
"UG 10 - The Battle of Arnhem","Nov / 09 / 2008"
"Dream 6 - Middleweight Grand Prix 2008 Final","Sep / 23 / 2008"
"Dream 5 - Lightweight Grand Prix 2008 Final","Jul / 21 / 2008"
"Dream 4 - Middleweight Grand Prix 2008 Quarterfinals","Jun / 15 / 2008"
"Strikeforce - Four Men Enter, One Man Survives","Nov / 16 / 2007"
"K-1 HERO's - Tournament Final","Sep / 17 / 2007"
"K-1 - World GP in Amsterdam","Jun / 23 / 2007"
"Pride 33 - Second Coming","Feb / 24 / 2007"
"Pride FC - Final Conflict Absolute","Sep / 10 / 2006"
"Pride FC - Critical Countdown Absolute","Jul / 01 / 2006"
"Strikeforce - Revenge","Jun / 09 / 2006"
"Pride FC - Total Elimination Absolute","May / 05 / 2006"
"WCFC - No Guts No Glory","Mar / 18 / 2006"
"Pride 31 - Dreamers","Feb / 26 / 2006"
"Pride FC - Final Conflict 2005","Aug / 28 / 2005"
"Pride FC - Critical Countdown 2005","Jun / 26 / 2005"
"Pride FC - Total Elimination 2005","Apr / 23 / 2005"
"Pride 29 - Fists of Fire","Feb / 20 / 2005"
"Pride 28 - High Octane","Oct / 31 / 2004"
"2H2H - 2 Hot 2 Handle","Oct / 10 / 2004"
"Inoki Bom-Ba-Ye 2003 - Inoki Festival","Dec / 31 / 2003"
"Pride FC - Total Elimination 2003","Aug / 10 / 2003"
"Pride 26 - Bad to the Bone","Jun / 08 / 2003"
"2H2H 6 - Simply the Best 6","Mar / 16 / 2003"
"Pride 24 - Cold Fury 3","Dec / 23 / 2002"
"2H2H 5 - Simply the Best 5","Oct / 13 / 2002"
"Pride FC - The Best, Vol. 2","Jul / 20 / 2002"
"2H2H - 2 Hot 2 Handle Germany","May / 26 / 2002"
"M-1 MFC - Russia vs. the World 3","Apr / 26 / 2002"
"2H2H 4 - Simply the Best 4","Mar / 17 / 2002"
"2H2H 2 - Simply The Best","Mar / 18 / 2001"
"Rings - King of Kings 2000 Final","Feb / 24 / 2001"
"It's Showtime - Christmas Edition","Dec / 12 / 2000"
"Rings - Millennium Combine 2","Jun / 15 / 2000"
"Rings Russia - Russia vs. The World","May / 20 / 2000"
"Rings - Millennium Combine 1","Apr / 20 / 2000"
"2H2H 1 - 2 Hot 2 Handle","Mar / 05 / 2000"
"Rings Holland - There Can Only Be One Champion","Feb / 06 / 2000"
"Rings - King of Kings 1999 Block A","Oct / 28 / 1999"
"It's Showtime - It's Showtime","Oct / 24 / 1999"
"UFC Fight Night 80 - Namajunas vs. VanZant","Dec / 10 / 2015"
"UFC on Fox 15 - Machida vs. Rockhold","Apr / 18 / 2015"
"CFFC 30 - Sterling vs. Roberts","Nov / 02 / 2013"
"CFFC 16 - Williams vs. Jacoby","Aug / 24 / 2012"
"CFFC 14 - No Mercy","Apr / 14 / 2012"
"CFFC 11 - Danger Zone!","Oct / 22 / 2011"
"CFFC 10 - Black Eye","Jul / 23 / 2011"
"EFC - Bragging Rights 2","May / 21 / 2011"
"UCC 4 - Supremacy","Apr / 22 / 2011"
"RW 8 - Cage Supremacy","Jul / 17 / 2010"
"CZ 33 - Massacre in the Meadow","Jun / 19 / 2010"
"Dana White's Tuesday Night Contender Series - Season 1, Episode 8","Aug / 29 / 2017"
"Bellator MMA - Monster Energy All-Star Race","May / 20 / 2017"
"NLFC - Next Level Fight Club 6","Jan / 28 / 2017"
"NLFC - Next Level Fight Club 5","May / 21 / 2016"
"NLFC - Next Level Fight Club 4","Feb / 27 / 2016"
"Camp Lejeune - For The Leathernecks 4","Sep / 02 / 2015"
"RDMMA - Battle in the South 10","Apr / 10 / 2015"
"NLFC - Next Level Fight Club 1","Feb / 28 / 2015"
"Warfare 13 - Dawn of the Strikers","Nov / 22 / 2014"
"RDMMA - Battle in the South 9","Aug / 02 / 2014"
"RDMMA - Battle In The South 8","Mar / 22 / 2014"
"ROC 47 - Ring of Combat 47","Jan / 24 / 2014"
"UFC on ESPN 3 - Ngannou vs. Dos Santos","Jun / 29 / 2019"
"Dana White's Tuesday Night Contender Series - Season 2, Episode 1","Jun / 12 / 2018"
"LFA 33 - Willis vs. Stewart","Feb / 16 / 2018"
"LFA 28 - Jackson vs. Luna","Dec / 08 / 2017"
"Dana White's Tuesday Night Contender Series - Season 1, Episode 3","Jul / 25 / 2017"
"LFA 13 - Millender vs. Holland","Jun / 02 / 2017"
"RFA 43 - Camozzi vs. Barnes","Sep / 09 / 2016"
"Bellator 146 - Kato vs. Manhoef","Nov / 20 / 2015"
"UFC Fight Night 139 - Korean Zombie vs. Rodriguez","Nov / 10 / 2018"
"UFC - The Ultimate Fighter 23 Finale","Jul / 08 / 2016"
"Invicta FC 14 - Evinger vs. Kianzad","Sep / 12 / 2015"
"KOTC - Unrestricted","Feb / 15 / 2014"
"UFC - The Ultimate Fighter Season 23 Semifinals, Day 1","Mar / 01 / 2016"
"UFC - The Ultimate Fighter Season 23 Quarterfinals, Day 5","Feb / 19 / 2016"
"CCCFC - Capital City Cage Fighting Championships","Feb / 17 / 2013"
"TWC 15 - Meanstreak","Jan / 19 / 2013"
"WXC 41 - SFS vs. The World","Nov / 09 / 2012"
"CCCFC - Capital City Cage Fighting Championships","Oct / 06 / 2012"
"IFL 47 - Mayday","Apr / 28 / 2012"
"WXC 35 - Friday Night Fights 2","Mar / 09 / 2012"
"CCCFC - Capital City Cage Fighting Championships","Dec / 09 / 2011"
"CCCFC - Capital City Cage Fighting Championships","Oct / 14 / 2011"
"CCCFC - Capital City Cage Fighting Championships","Aug / 13 / 2011"
"CCCFC - Capital City Cage Fighting Championships","Feb / 12 / 2011"
"CCCFC - Capital City Cage Fighting Championships","Dec / 02 / 2010"
"JF - Jungle Fight 88","Jun / 25 / 2016"
"JF - Jungle Fight 85","Jan / 23 / 2016"
"JF - Jungle Fight 82","Oct / 24 / 2015"
"FDAM - Fusao de Artes Marciais 5","Sep / 26 / 2015"
"JF - Jungle Fight 77","May / 09 / 2015"
"JOF - Jurunense Open Fight MMA 9","Sep / 25 / 2014"
"FDAM - Fusao de Artes Marciais 3","Jul / 17 / 2014"
"UFC 200 - Tate vs. Nunes","Jul / 09 / 2016"
"UFC 196 - McGregor vs. Diaz","Mar / 05 / 2016"
"UFC Fight Night 73 - Teixeira vs. St. Preux","Aug / 08 / 2015"
"UFC 178 - Johnson vs. Cariaso","Sep / 27 / 2014"
"UFC 163 - Aldo vs. Korean Zombie","Aug / 03 / 2013"
"Strikeforce - Challengers 13","Jan / 07 / 2011"
"BC - Bitetti Combat 6","Feb / 25 / 2010"
"Samurai FC 2 - Warrior's Return","Dec / 12 / 2009"
"Samurai FC - Samurai Fight Combat","Sep / 12 / 2009"
"Prime - MMA Championship 3","Jul / 01 / 2008"
"DF - Demo Fight 3","May / 24 / 2008"
"Prime - MMA Championship 2","Mar / 08 / 2008"
"MF - Max Fight 18","May / 21 / 2016"
"JF - Jungle Fight 83","Nov / 28 / 2015"
"JF - Jungle Fight 79","Jul / 04 / 2015"
"JF - Jungle Fight 76","Apr / 11 / 2015"
"PC - Pentagon Combat 20","Sep / 27 / 2014"
"PC - Pentagon Combat 19","Mar / 15 / 2014"
"Tuff-N-Uff - 2014 IMMAF World Championships: Day 1, Cage B","Jun / 30 / 2014"
"Thunder Fight 16 - Rise of Immortals","Nov / 03 / 2018"
"SFT - Standout Fighting Tournament 3","Jul / 21 / 2018"
"CCW - California Cage Wars 5","Apr / 22 / 2018"
"KOTC - Energetic Pursuit","Feb / 24 / 2018"
"Demolidor Fight MMA 10 - Souza vs. Machado","Aug / 12 / 2017"
"WFCA 35 - Battle in Astana","Apr / 01 / 2017"
"Katana Fight - Gaucho vs. Gordillo","Nov / 26 / 2016"
"Gold Fight 8 - Puro Osso vs. Souza","Oct / 29 / 2016"
"Titan FC 40 - Cavalcante vs. Assuncao","Aug / 05 / 2016"
"Titan FC 37 - Simon vs. Dos Santos","Mar / 04 / 2016"
"JF - Jungle Fight 84","Dec / 05 / 2015"
"BK - Bison Kombat 1","Jul / 18 / 2015"
"CEF 12 - Coliseu Extreme Fight 12","May / 09 / 2015"
"Talent MMA Circuit 10 - Osasco 2014","Aug / 09 / 2014"
"Circuito de Lutas - Fight Night","Jun / 11 / 2014"
"Talent MMA Circuit 6 - Curitiba 2014","Feb / 22 / 2014"
"Talent MMA Circuit 3 - Guarulhos 2013","Sep / 28 / 2013"
"XFMMA - X-Fight MMA 6","Jul / 27 / 2013"
"Bison FC 1 - Almeida vs. Reborn","Jul / 04 / 2013"
"Talent MMA Circuit 1 - Valinhos 2013","Apr / 05 / 2013"
"Supreme FC - Supreme Fight Championship","Dec / 01 / 2012"
"Elite FC - Elite Fighting Championship 4","Oct / 20 / 2012"
"TC - The Coliseum 1","Apr / 13 / 2012"
"Romani Fight Brasil 1 - Romani Fight","Mar / 24 / 2012"
"MCC 2 - Morganti Contact Championship 2","Mar / 03 / 2012"
"FS - Fight Stars","Sep / 14 / 2011"
"UFC 234 - Adesanya vs. Silva","Feb / 09 / 2019"
"UFC 208 - Holm vs. De Randamie","Feb / 11 / 2017"
"UFC Fight Night 84 - Silva vs. Bisping","Feb / 27 / 2016"
"UFC 168 - Weidman vs. Silva 2","Dec / 28 / 2013"
"UFC 162 - Silva vs. Weidman","Jul / 06 / 2013"
"UFC 153 - Silva vs. Bonnar","Oct / 13 / 2012"
"UFC 148 - Silva vs. Sonnen 2","Jul / 07 / 2012"
"UFC 134 - Silva vs. Okami","Aug / 27 / 2011"
"UFC 126 - Silva vs. Belfort","Feb / 05 / 2011"
"UFC 117 - Silva vs. Sonnen","Aug / 07 / 2010"
"UFC 101 - Declaration","Aug / 08 / 2009"
"UFC 97 - Redemption","Apr / 18 / 2009"
"UFC 90 - Silva vs. Cote","Oct / 25 / 2008"
"UFC Fight Night 14 - Silva vs. Irvin","Jul / 19 / 2008"
"UFC 82 - Pride of a Champion","Mar / 01 / 2008"
"UFC 73 - Stacked","Jul / 07 / 2007"
"UFC 67 - All or Nothing","Feb / 03 / 2007"
"UFC 64 - Unstoppable","Oct / 14 / 2006"
"UFC Fight Night 5 - Leben vs. Silva","Jun / 28 / 2006"
"Cage Rage 16 - Critical Condition","Apr / 22 / 2006"
"ROTR 8 - Rumble on the Rock 8","Jan / 20 / 2006"
"Cage Rage 14 - Punishment","Dec / 03 / 2005"
"Cage Rage 11 - Face Off","Apr / 30 / 2005"
"Pride - Shockwave 2004","Dec / 31 / 2004"
"Cage Rage 8 - Knights of the Octagon","Sep / 11 / 2004"
"Gladiator FC - Day 2","Jun / 27 / 2004"
"CF 1 - Conquista Fight 1","Dec / 20 / 2003"
"Pride 25 - Body Blow","Mar / 16 / 2003"
"Pride 22 - Beasts From The East 2","Sep / 29 / 2002"
"Pride 21 - Demolition","Jun / 23 / 2002"
"Meca 6 - Meca World Vale Tudo 6","Jan / 31 / 2002"
"Shooto - To The Top 7","Aug / 26 / 2001"
"Meca 5 - Meca World Vale Tudo 5","Jun / 09 / 2001"
"Shooto - To The Top 2","Mar / 02 / 2001"
"Meca - World Vale Tudo 4","Dec / 16 / 2000"
"Meca 2 - Meca World Vale Tudo 2","Aug / 12 / 2000"
"Meca 1 - Meca World Vale Tudo 1","May / 27 / 2000"
"BFC - Brazilian Freestyle Circuit 1","Jun / 25 / 1997"
"CES MMA 50 - Paiva vs. Ewell","Jun / 15 / 2018"
"LFA 36 - Simon vs. Zani","Mar / 23 / 2018"
"Gladiator Challenge - Season's Beatings","Dec / 16 / 2017"
"KOTC - Ultimate Mix","Nov / 18 / 2017"
"KOTC - Never Quit","Sep / 02 / 2017"
"Gladiator Challenge - Summer Feud","Jun / 10 / 2017"
"KOTC - Groundbreaking","May / 06 / 2017"
"Gladiator Challenge - Absolute Beatdown","Mar / 25 / 2017"
"Gladiator Challenge - Battle Cage","Feb / 18 / 2017"
"Gladiator Challenge - Season's Beatings","Dec / 17 / 2016"
"Gladiator Challenge - Rampage","Oct / 22 / 2016"
"Gladiator Challenge - Wrecking Crew","Apr / 16 / 2016"
"Gladiator Challenge - Young Gunz","Jan / 30 / 2016"
"Gladiator Challenge - California State Championship Series","Oct / 17 / 2015"
"Xplode Fight Series - Payback","Sep / 19 / 2015"
"Gladiator Challenge - Showdown","Aug / 15 / 2015"
"UFC Fight Night 155 - De Randamie vs. Ladd","Jul / 13 / 2019"
"UFC Fight Night 135 - Gaethje vs. Vick","Aug / 25 / 2018"
"UFC on Fox 27 - Jacare vs. Brunson 2","Jan / 27 / 2018"
"UFC Fight Night 118 - Cerrone vs. Till","Oct / 21 / 2017"
"UFC 197 - Jones vs. St. Preux","Apr / 23 / 2016"
